Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,AQI Category_encoded,CO AQI Category_encoded,Ozone AQI Category_encoded,NO2 AQI Category_encoded,PM2.5 AQI Category_encoded,Total_Pollution_Score,Country_encoded,City_encoded
United States of America,Saint Louis Park,53.0,1.0,30.0,2.0,53.0,1,0,0,0,1,24.099999999999998,166,17808
Belgium,Saint Ghislain,55.0,1.0,42.0,1.0,55.0,1,0,0,0,1,27.45,15,17789
France,Saint Martin Boulogne,35.0,1.0,35.0,0.0,26.0,0,0,0,0,0,16.75,54,17812
Madagascar,Sakaraha,29.0,1.0,23.0,0.0,29.0,0,0,0,0,0,14.45,92,17864
Germany,Salzwedel,43.0,1.0,43.0,0.0,24.0,0,0,0,0,0,18.15,58,17948
Indonesia,Samarinda,57.0,1.0,7.0,2.0,57.0,1,0,0,0,1,19.549999999999997,70,17960
Indonesia,Sampang,53.0,1.0,20.0,0.0,53.0,1,0,0,0,1,21.099999999999998,70,17982
Venezuela (Bolivarian Republic of),San Jose De Guanipa,32.0,1.0,18.0,0.0,32.0,0,0,0,0,0,14.1,170,18071
Philippines,San Luis,139.0,1.0,26.0,8.0,144.0,2,0,0,0,2,52.099999999999994,122,18103
United States of America,San Marino,106.0,1.0,22.0,10.0,106.0,2,0,0,0,2,43.4,166,18113
Italy,San Pietro Vernotico,75.0,1.0,68.5,0.0,75.0,1,0,1,0,1,40.7,75,18147
Italy,San Prisco,69.0,1.0,68.5,0.0,55.0,1,0,1,0,1,33.95,75,18148
India,Sandi,139.0,1.0,55.0,6.0,145.0,3,0,1,0,3,63.85,69,18192
Costa Rica,Santa Cruz,53.0,1.0,30.0,0.0,53.0,1,0,0,0,1,23.599999999999998,37,18260
Brazil,Santa Maria Do Para,23.0,1.0,17.0,0.0,23.0,0,0,0,0,0,11.149999999999999,22,18301
Philippines,Santiago,62.0,1.0,13.0,6.0,62.0,1,0,0,0,1,23.549999999999997,122,18334
Brazil,Sao Carlos,67.0,1.0,21.0,1.0,67.0,1,0,0,0,1,25.799999999999997,22,18380
Brazil,Sao Jose Do Campestre,26.0,1.0,26.0,0.0,23.0,0,0,0,0,0,13.399999999999999,22,18424
United States of America,Channelview,100.0,1.0,19.0,4.0,100.0,2,0,0,0,2,35.95,166,4014
United States of America,Cherryland,45.0,1.0,30.0,10.0,45.0,0,0,0,0,0,23.7,166,4146
Colombia,Chia,91.0,1.0,4.0,10.0,91.0,1,0,0,0,1,31.2,34,4175
China,Chiali,108.0,1.0,68.5,4.0,100.0,2,0,2,0,2,58.4,33,4176
Italy,Chiaravalle,61.0,1.0,36.0,6.0,61.0,1,0,0,0,1,29.0,75,4184
Zimbabwe,Chitungwiza,63.0,1.0,14.0,2.0,63.0,1,0,0,0,1,23.5,174,4297
Brazil,Chuy,16.0,1.0,7.0,1.0,16.0,0,0,0,0,0,7.0,22,4375
Colombia,Cienaga,66.0,1.0,15.0,0.0,66.0,1,0,0,0,1,23.75,34,4398
Indonesia,Cikeruh,76.0,1.0,39.0,1.0,76.0,1,0,0,0,1,33.0,70,4408
Indonesia,Cimahi,104.0,1.0,68.5,1.0,104.0,2,0,1,0,2,55.1,70,4414
Italy,Cittanova,53.0,1.0,46.0,1.0,53.0,1,0,0,0,1,27.849999999999998,75,4448
United States of America,Clemmons,63.0,1.0,33.0,10.0,63.0,1,0,0,0,1,30.299999999999997,166,4483
Mexico,Coacalco,139.0,1.0,5.0,10.0,145.0,3,0,0,0,3,61.0,100,4508
Italy,Codigoro,59.0,1.0,29.0,8.0,59.0,1,0,0,0,1,27.349999999999998,75,4538
Chile,Coihaique,27.0,1.0,0.0,4.0,27.0,0,0,0,0,0,9.299999999999999,32,4551
Italy,Cologno Monzese,75.0,1.0,30.0,8.0,75.0,1,0,0,0,1,32.4,75,4582
Cuba,Colombia,50.0,1.0,19.0,2.0,50.0,0,0,0,0,0,20.45,39,4585
Italy,Creazzo,58.0,1.0,45.0,4.0,58.0,1,0,0,0,1,30.049999999999997,75,4821
United States of America,Crowley,132.0,1.0,23.0,2.0,132.0,2,0,0,0,2,46.050000000000004,166,4849
United States of America,Cumana,33.0,1.0,16.0,1.0,33.0,0,0,0,0,0,14.35,166,4901
Brazil,Curaca,14.0,1.0,14.0,0.0,12.0,0,0,0,0,0,7.1,22,4916
United States of America,Cutlerville,37.0,1.0,31.0,3.0,37.0,0,0,0,0,0,19.8,166,4943
Côte d'Ivoire,Dabou,61.0,1.0,23.0,2.0,61.0,1,0,0,0,1,24.95,42,4967
Poland,Dabrowa Tarnowska,81.0,1.0,33.0,2.0,81.0,1,0,0,0,1,33.25,123,4970
Bangladesh,Sarishabari,88.0,1.0,68.5,1.0,62.0,1,0,1,0,1,41.449999999999996,12,18517
India,Satana,139.0,1.0,25.0,0.0,139.0,2,0,0,0,2,47.949999999999996,69,18556
India,Savantvadi,80.0,1.0,22.0,0.0,80.0,1,0,0,0,1,29.5,69,18591
Italy,Savignano Sul Rubicone,74.0,1.0,37.0,4.0,74.0,1,0,0,0,1,32.650000000000006,75,18600
France,Savigny Sur Orge,73.0,1.0,20.0,6.0,73.0,1,0,0,0,1,28.799999999999997,54,18602
Thailand,Sawang Daen Din,49.0,1.0,29.0,0.0,49.0,0,0,0,0,0,22.15,155,18607
Netherlands,Schiedam,31.0,1.0,31.0,3.0,20.0,0,0,0,0,0,14.7,109,18643
Italy,Schio,59.0,1.0,36.0,5.0,59.0,1,0,0,0,1,28.349999999999998,75,18652
United States of America,Seattle,36.0,1.0,31.0,5.0,36.0,0,0,0,0,0,19.999999999999996,166,18729
United States of America,Sedalia,57.0,1.0,34.0,2.0,57.0,1,0,0,0,1,26.299999999999997,166,18741
Iran (Islamic Republic of),Semirom,130.0,1.0,41.0,0.0,130.0,2,0,0,0,2,49.45,71,18798
Turkey,Serik,54.0,1.0,40.0,0.0,54.0,1,0,0,0,1,26.4,159,18852
United States of America,Seymour,84.0,1.0,6.0,10.0,84.0,1,0,0,0,1,36.050000000000004,166,18915
United States of America,Sharonville,71.0,1.0,26.0,10.0,71.0,1,0,0,0,1,32.449999999999996,166,18982
India,Shegaon,139.0,1.0,32.0,0.0,145.0,3,0,0,0,3,53.800000000000004,69,18998
India,Shergarh,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,92.55,69,19017
Japan,Shibata,37.0,1.0,37.0,2.0,14.0,0,0,0,0,0,14.149999999999999,77,19029
United States of America,Shrewsbury,76.0,1.0,10.0,10.0,76.0,1,0,0,0,1,30.400000000000002,166,19107
Indonesia,Sigli,40.0,1.0,35.0,0.0,40.0,0,0,0,0,0,20.95,70,19190
United States of America,Simi Valley,62.0,1.0,29.0,10.0,62.0,1,0,0,0,1,29.749999999999996,166,19246
United States of America,Simpsonville,61.0,1.0,45.0,4.0,61.0,1,0,0,0,1,30.95,166,19253
India,Sitapur,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,103.55,69,19347
United Kingdom of Great Britain and Northern Ireland,Sittingbourne,34.0,1.0,34.0,1.0,18.0,0,0,0,0,0,14.149999999999999,164,19352
Indonesia,Situbondo,51.0,1.0,32.0,0.0,51.0,1,0,0,0,1,23.499999999999996,70,19353
Poland,Skwierzyna,61.0,1.0,37.0,1.0,61.0,1,0,0,0,1,28.0,123,19391
Ukraine,Snihurivka,40.0,1.0,40.0,0.0,19.0,0,0,0,0,0,15.899999999999999,162,19432
United States of America,Socastee,40.0,1.0,40.0,2.0,35.0,0,0,0,0,0,21.4,166,19447
Japan,Soka,36.0,1.0,36.0,3.0,26.0,0,0,0,0,0,17.75,77,19472
Turkey,Soke,94.0,1.0,54.0,1.0,94.0,1,0,1,0,1,42.150000000000006,159,19473
Guatemala,Soloma,64.0,1.0,4.0,6.0,64.0,1,0,0,0,1,22.099999999999998,61,19510
India,Srimushnam,69.0,1.0,30.0,1.0,69.0,1,0,0,0,1,28.65,69,19718
Slovakia,Stara Tura,85.0,1.0,42.0,1.0,85.0,1,0,0,0,1,36.45,140,19754
Russian Federation,Staroderevyankovskaya,42.0,1.0,42.0,0.0,11.0,0,0,0,0,0,14.0,130,19762
United States of America,Stockton,34.0,1.0,28.0,8.0,34.0,0,0,0,0,0,19.4,166,19828
Colombia,Suan,92.0,1.0,15.0,6.0,92.0,1,0,0,0,1,33.24999999999999,34,19887
India,Sulur,49.0,1.0,24.0,0.0,49.0,0,0,0,0,0,20.7,69,19954
Germany,Sundern,43.0,1.0,37.0,1.0,43.0,0,0,0,0,0,22.599999999999998,58,19989
Colombia,San Onofre,56.0,1.0,10.0,4.0,56.0,1,0,0,0,1,20.7,34,18131
Guatemala,San Pablo Jocopilas,100.0,1.0,6.0,10.0,100.0,2,0,0,0,2,35.35,61,18134
Guatemala,Santa Cruz Del Quiche,75.0,1.0,7.0,6.0,75.0,1,0,0,0,1,26.15,61,18267
Brazil,Santa Quiteria,41.0,1.0,11.0,1.0,41.0,0,0,0,0,0,15.499999999999998,22,18308
Brazil,Sao Roque,139.0,1.0,5.0,10.0,144.0,2,0,0,0,2,48.3,22,18460
Russian Federation,Morozovsk,46.0,1.0,40.0,0.0,46.0,0,0,0,0,0,23.999999999999996,130,13512
United States of America,Morristown,73.0,1.0,36.0,8.0,73.0,1,0,0,0,1,33.3,166,13516
Congo,Mossendjo,87.0,1.0,30.0,0.0,87.0,1,0,0,0,1,33.99999999999999,36,13545
India,Moth,139.0,1.0,55.0,0.0,145.0,4,0,1,0,4,78.15,69,13555
Japan,Motomiya,36.0,1.0,36.0,2.0,16.0,0,0,0,0,0,14.5,77,13558
Italy,Mottola,58.0,1.0,45.0,2.0,58.0,1,0,0,0,1,29.349999999999998,75,13563
Kenya,Mumias,139.0,1.0,26.0,6.0,145.0,3,0,0,0,3,55.2,80,13681
India,Mushabani,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,76.54999999999998,69,13749
Slovakia,Myjava,82.0,1.0,37.0,2.0,82.0,1,0,0,0,1,34.55,140,13799
Thailand,Nakhon Pathom,35.0,1.0,24.0,0.0,35.0,0,0,0,0,0,16.5,155,13903
China,Nanzhou,139.0,1.0,68.5,4.0,113.0,3,0,3,0,2,73.5,33,13999
India,Naraina,139.0,1.0,40.0,0.0,145.0,4,0,0,0,4,99.3,69,14009
India,Navadwip,139.0,1.0,68.5,2.0,145.0,3,0,2,0,3,83.64999999999999,69,14089
Brazil,Nazare Da Mata,38.0,1.0,17.0,2.0,38.0,0,0,0,0,0,16.15,22,14121
Mexico,Nealtican,134.0,1.0,11.0,8.0,134.0,2,0,0,0,2,45.349999999999994,100,14142
Guatemala,Nebaj,71.0,1.0,3.0,6.0,71.0,1,0,0,0,1,23.95,61,14144
Brazil,Nepomuceno,55.0,1.0,2.0,4.0,55.0,1,0,0,0,1,18.4,22,14195
Russian Federation,Nevel,33.0,1.0,33.0,0.0,11.0,0,0,0,0,0,11.75,130,14242
Nigeria,Nguru,86.0,1.0,36.0,1.0,86.0,1,0,0,0,1,35.65,113,14328
United States of America,Nicholasville,61.0,1.0,44.0,4.0,61.0,1,0,0,0,1,30.5,166,14342
India,Nimaj,139.0,1.0,35.0,0.0,145.0,4,0,0,0,4,76.45,69,14397
Nicaragua,Nindiri,62.0,1.0,17.0,2.0,62.0,1,0,0,0,1,23.549999999999997,111,14401
Germany,Lahstedt,36.0,1.0,35.0,1.0,36.0,0,0,0,0,0,19.999999999999996,58,11007
Netherlands,Landsmeer,32.0,1.0,32.0,2.0,15.0,0,0,0,0,0,13.0,109,11108
United States of America,Langley Park,43.0,1.0,39.0,6.0,43.0,0,0,0,0,0,24.349999999999998,166,11125
Indonesia,Lawang,83.0,1.0,40.0,1.0,83.0,1,0,0,0,1,35.55,70,11226
Netherlands,Leek,33.0,1.0,33.0,0.0,14.0,0,0,0,0,0,12.45,109,11297
United Kingdom of Great Britain and Northern Ireland,Leicester,33.0,1.0,16.0,10.0,33.0,0,0,0,0,0,16.599999999999998,164,11314
Albania,Librazhd,67.0,1.0,42.0,0.0,67.0,1,0,0,0,1,30.799999999999997,1,11459
United States of America,Millbrook,64.0,1.0,34.0,2.0,64.0,1,0,0,0,1,28.4,166,13086
United States of America,Milwaukie,52.0,1.0,10.0,10.0,52.0,1,0,0,0,1,22.0,166,13098
United States of America,Mission Bend,89.0,1.0,18.0,4.0,89.0,1,0,0,0,1,32.400000000000006,166,13183
Japan,Miyazu,44.0,1.0,44.0,0.0,36.0,0,0,0,0,0,21.999999999999996,77,13208
Japan,Mizunami,38.0,1.0,38.0,1.0,24.0,0,0,0,0,0,17.15,77,13213
Austria,Modling,56.0,1.0,50.0,1.0,56.0,1,0,0,0,1,29.75,9,13250
South Africa,Mondlo,48.0,1.0,19.0,1.0,48.0,0,0,0,0,0,19.599999999999998,144,13324
France,Morangis,67.0,1.0,23.0,5.0,67.0,1,0,0,0,1,27.299999999999997,54,13473
India,Macherla,69.0,1.0,26.0,1.0,69.0,1,0,0,0,1,27.65,69,11999
Egypt,Madinat Sittah Uktubar,77.0,1.0,62.0,4.0,77.0,1,0,1,0,1,39.99999999999999,47,12036
Spain,Madridejos,25.0,1.0,25.0,2.0,15.0,0,0,0,0,0,11.45,146,12045
India,Madukkur,70.0,1.0,35.0,0.0,70.0,1,0,0,0,1,29.95,69,12048
Sierra Leone,Magburaka,57.0,1.0,19.0,0.0,57.0,1,0,0,0,1,22.049999999999997,138,12067
Germany,Magdeburg,42.0,1.0,36.0,1.0,42.0,0,0,0,0,0,22.05,58,12070
Indonesia,Magelang,60.0,1.0,32.0,0.0,60.0,1,0,0,0,1,26.2,70,12072
Italy,Magenta,75.0,1.0,29.0,7.0,75.0,1,0,0,0,1,31.9,75,12073
Iran (Islamic Republic of),Maku,57.0,1.0,39.0,0.0,57.0,1,0,0,0,1,27.049999999999997,71,12182
India,Malihabad,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,105.49999999999999,69,12230
Pakistan,Mamu Kanjan,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,90.80000000000001,116,12267
Brazil,Mandaguari,49.0,1.0,14.0,1.0,49.0,0,0,0,0,0,18.65,22,12299
Greece,Mandra,56.0,1.0,45.0,0.0,56.0,1,0,0,0,1,28.25,60,12318
Italy,Marcon,63.0,1.0,30.0,7.0,63.0,1,0,0,0,1,28.549999999999997,75,12480
Pakistan,Mardan,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,87.54999999999998,116,12483
Germany,Markdorf,49.0,1.0,24.0,7.0,49.0,0,0,0,0,0,22.849999999999998,58,12538
Germany,Marktredwitz,58.0,1.0,45.0,1.0,58.0,1,0,0,0,1,29.099999999999998,58,12548
Nicaragua,Masaya,61.0,1.0,17.0,2.0,61.0,1,0,0,0,1,23.25,111,12619
Zimbabwe,Masvingo,34.0,1.0,15.0,0.0,34.0,0,0,0,0,0,14.149999999999999,174,12656
Sri Lanka,Matale,53.0,1.0,19.0,0.0,53.0,1,0,0,0,1,20.65,147,12664
Brazil,Mauriti,20.0,1.0,12.0,1.0,20.0,0,0,0,0,0,9.25,22,12736
Myanmar,Mawlaik,19.0,1.0,19.0,0.0,11.0,0,0,0,0,0,8.25,106,12741
Brazil,Medina,17.0,1.0,15.0,0.0,17.0,0,0,0,0,0,8.85,22,12817
Germany,Meerbusch,43.0,1.0,31.0,3.0,43.0,0,0,0,0,0,21.599999999999998,58,12825
Kazakhstan,Lisakovsk,34.0,1.0,34.0,0.0,22.0,0,0,0,0,0,15.299999999999999,79,11574
China,Liuhe,48.0,1.0,48.0,0.0,40.0,0,0,0,0,0,24.4,33,11600
Botswana,Lobatse,68.0,1.0,18.0,3.0,68.0,1,0,0,0,1,26.049999999999997,21,11636
Italy,Locri,50.0,1.0,44.0,1.0,50.0,0,0,0,0,0,26.45,75,11648
France,Louviers,54.0,1.0,30.0,2.0,54.0,1,0,0,0,1,24.4,54,11791
Serbia,Loznica,68.0,1.0,33.0,0.0,68.0,1,0,0,0,1,28.849999999999998,136,11802
Poland,Lubon,85.0,1.0,33.0,2.0,85.0,1,0,0,0,1,34.45,123,11824
Brazil,Luziania,43.0,1.0,10.0,2.0,43.0,0,0,0,0,0,16.1,22,11928
China,Pingchen,56.0,1.0,43.0,1.0,56.0,1,0,0,0,1,28.0,33,16105
India,Pirawa,139.0,1.0,36.0,0.0,145.0,3,0,0,0,3,68.3,69,16159
Germany,Pirna,78.0,1.0,35.0,2.0,78.0,1,0,0,0,1,32.85,58,16170
Brazil,Pocos De Caldas,66.0,1.0,9.0,4.0,66.0,1,0,0,0,1,23.25,22,16270
Spain,Olivenza,36.0,1.0,36.0,1.0,11.0,0,0,0,0,0,12.75,146,15011
Turkey,Oltu,35.0,1.0,35.0,0.0,25.0,0,0,0,0,0,16.25,159,15027
Belgium,Oosterzele,44.0,1.0,27.0,5.0,44.0,0,0,0,0,0,21.4,15,15071
Czechia,Opava,88.0,1.0,41.0,1.0,88.0,1,0,0,0,1,37.1,41,15074
Brazil,Oros,30.0,1.0,13.0,1.0,30.0,0,0,0,0,0,12.5,22,15144
France,Orsay,75.0,1.0,20.0,7.0,75.0,1,0,0,0,1,29.65,54,15148
Bolivia (Plurinational State of),Oruro,12.0,1.0,9.0,0.0,12.0,0,0,0,0,0,5.85,19,15158
Italy,Ospitaletto,79.0,1.0,42.0,5.0,79.0,1,0,0,0,1,35.85,75,15188
United Kingdom of Great Britain and Northern Ireland,Ossett,59.0,1.0,12.0,10.0,59.0,1,0,0,0,1,23.4,164,15190
Germany,Ostringen,49.0,1.0,43.0,3.0,49.0,0,0,0,0,0,26.4,58,15199
Romania,Otelu Rosu,52.0,1.0,39.0,0.0,52.0,1,0,0,0,1,25.55,129,15223
Spain,Paiporta,27.0,1.0,26.0,1.0,27.0,0,0,0,0,0,15.049999999999999,146,15372
United States of America,Panthersville,64.0,1.0,32.0,9.0,64.0,1,0,0,0,1,29.849999999999998,166,15536
Mexico,Panuco,100.0,1.0,18.0,3.0,100.0,2,0,0,0,2,35.45,100,15539
Brazil,Passa Quatro,62.0,1.0,5.0,4.0,62.0,1,0,0,0,1,21.249999999999996,22,15680
India,Pathri,94.0,1.0,31.0,0.0,94.0,1,0,0,0,1,36.150000000000006,69,15710
Italy,Pavullo Nel Frignano,95.0,1.0,45.0,1.0,95.0,1,0,0,0,1,40.2,75,15757
Dominican Republic,Pedernales,46.0,1.0,17.0,2.0,46.0,0,0,0,0,0,18.749999999999996,45,15789
Ecuador,Pelileo,42.0,1.0,1.0,2.0,42.0,0,0,0,0,0,13.549999999999999,46,15823
India,Pen,109.0,1.0,23.0,0.0,109.0,2,0,0,0,2,38.449999999999996,69,15834
Zambia,Petauke,27.0,1.0,20.0,0.0,27.0,0,0,0,0,0,13.1,173,15930
United States of America,Pewaukee,41.0,1.0,32.0,6.0,41.0,0,0,0,0,0,21.999999999999996,166,15963
Italy,Sabaudia,54.0,1.0,45.0,1.0,54.0,1,0,0,0,1,27.9,75,17690
Libya,Sabha,102.0,1.0,24.0,0.0,102.0,2,0,0,0,2,36.8,89,17691
France,Sable Sur Sarthe,64.0,1.0,23.0,3.0,64.0,1,0,0,0,1,25.9,54,17696
Romania,Sacele,40.0,1.0,40.0,0.0,15.0,0,0,0,0,0,14.7,129,17703
France,Saint Max,57.0,1.0,27.0,3.0,57.0,1,0,0,0,1,24.799999999999997,54,17818
Hungary,Sajoszentpeter,88.0,1.0,35.0,2.0,88.0,1,0,0,0,1,35.85,67,17858
Bangladesh,Sakhipur,74.0,1.0,68.5,2.0,63.0,1,0,1,0,1,38.5,12,17868
Greece,Salamis,58.0,1.0,45.0,0.0,58.0,1,0,0,0,1,28.849999999999998,60,17887
Italy,Salzano,62.0,1.0,32.0,7.0,62.0,1,0,0,0,1,28.749999999999996,75,17943
Thailand,Phitsanulok,51.0,1.0,24.0,0.0,51.0,1,0,0,0,1,21.299999999999997,155,16002
Bulgaria,Pleven,37.0,1.0,37.0,1.0,35.0,0,0,0,0,0,20.2,23,16240
Poland,Plock,84.0,1.0,31.0,1.0,84.0,1,0,0,0,1,33.400000000000006,123,16243
France,Pontoise,63.0,1.0,23.0,5.0,63.0,1,0,0,0,1,26.099999999999998,54,16371
Portugal,Portimao,35.0,1.0,35.0,3.0,22.0,0,0,0,0,0,16.3,124,16445
Slovakia,Prievidza,75.0,1.0,42.0,0.0,75.0,1,0,0,0,1,33.2,140,16567
United States of America,Pullman,30.0,1.0,30.0,1.0,23.0,0,0,0,0,0,14.849999999999998,166,16691
Costa Rica,Quesada,71.0,1.0,0.0,8.0,71.0,1,0,0,0,1,23.7,37,16841
United States of America,North Valley,59.0,1.0,27.0,5.0,59.0,1,0,0,0,1,25.9,166,14596
Poland,Nowy Targ,77.0,1.0,36.0,1.0,77.0,1,0,0,0,1,32.55,123,14734
Sweden,Nybro,73.0,1.0,46.0,0.0,73.0,1,0,0,0,1,33.6,151,14804
Nigeria,Oka,87.0,1.0,22.0,1.0,87.0,1,0,0,0,1,32.25,113,14949
India,Ranikhet,105.0,1.0,68.5,0.0,105.0,2,0,1,0,2,52.4,69,17046
Thailand,Ranot,70.0,1.0,42.0,0.0,70.0,1,0,0,0,1,31.9,155,17051
India,Rasra,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,85.55,69,17067
Germany,Rastede,34.0,1.0,34.0,0.0,14.0,0,0,0,0,0,12.7,58,17070
India,Rawatsar,139.0,1.0,68.5,0.0,145.0,3,0,2,0,3,79.0,69,17102
Russian Federation,Rayevskiy,37.0,1.0,31.0,0.0,37.0,0,0,0,0,0,19.05,130,17113
United States of America,Raynham,65.0,1.0,19.0,10.0,65.0,1,0,0,0,1,28.9,166,17117
Germany,Rees,31.0,1.0,31.0,2.0,25.0,0,0,0,0,0,15.95,58,17157
Brazil,Reriutaba,50.0,1.0,7.0,2.0,50.0,0,0,0,0,0,17.45,22,17217
Lithuania,Rokiskis,35.0,1.0,35.0,0.0,28.0,0,0,0,0,0,17.349999999999998,90,17463
Paraguay,Mariano Roque Alonso,30.0,1.0,16.0,0.0,30.0,0,0,0,0,0,13.0,120,12506
Spain,Marin,35.0,1.0,35.0,1.0,20.0,0,0,0,0,0,15.2,146,12525
India,Markapur,128.0,1.0,47.0,2.0,128.0,2,0,0,0,2,51.05,69,12537
Germany,Markt Schwaben,68.0,1.0,65.0,0.0,68.0,1,0,1,0,1,36.85,58,12545
Turkey,Marmaris,80.0,1.0,68.5,1.0,45.0,1,0,1,0,0,33.95,159,12555
Japan,Masaki,52.0,1.0,39.0,4.0,52.0,1,0,0,0,1,26.55,77,12612
Libya,Masallatah,96.0,1.0,57.0,1.0,96.0,1,0,1,0,1,43.5,89,12614
France,Massy,72.0,1.0,44.0,2.0,72.0,1,0,0,0,1,33.3,54,12646
Italy,Matino,66.0,1.0,66.0,0.0,60.0,1,0,1,0,1,34.7,75,12692
United States of America,Maynard,44.0,1.0,40.0,1.0,44.0,0,0,0,0,0,23.65,166,12759
France,Mazamet,47.0,1.0,41.0,0.0,47.0,0,0,0,0,0,24.55,54,12768
Algeria,Medea,70.0,1.0,57.0,1.0,70.0,1,0,1,0,1,35.7,2,12806
Italy,Melilli,101.0,1.0,49.0,0.0,101.0,2,0,0,0,2,42.75,75,12863
France,Mende,44.0,1.0,39.0,0.0,44.0,0,0,0,0,0,23.15,54,12888
Canada,Midland,36.0,1.0,21.0,0.0,36.0,0,0,0,0,0,16.249999999999996,29,13032
Japan,Mikasa,42.0,1.0,32.0,3.0,42.0,0,0,0,0,0,21.55,77,13059
Russian Federation,Mikhaylov,37.0,1.0,37.0,1.0,27.0,0,0,0,0,0,17.8,130,13060
United Kingdom of Great Britain and Northern Ireland,Milton Keynes,34.0,1.0,29.0,1.0,34.0,0,0,0,0,0,17.9,164,13096
United States of America,Minot,49.0,1.0,28.0,1.0,49.0,0,0,0,0,0,22.15,166,13133
Italy,Mirano,88.0,1.0,65.0,0.0,88.0,1,0,1,0,1,42.85,75,13156
Greece,Mitilini,60.0,1.0,60.0,1.0,50.0,1,0,1,0,0,30.45,60,13195
Brazil,Moju,33.0,1.0,16.0,0.0,33.0,0,0,0,0,0,13.9,22,13282
Ecuador,Montalvo,48.0,1.0,22.0,2.0,48.0,0,0,0,0,0,20.599999999999998,46,13361
France,Montataire,61.0,1.0,47.0,0.0,61.0,1,0,0,0,1,30.25,54,13365
Brazil,Monte Carmelo,25.0,1.0,23.0,0.0,25.0,0,0,0,0,0,13.45,22,13377
Italy,Montespertoli,78.0,1.0,68.5,0.0,40.0,1,0,1,0,0,31.7,75,13419
India,Motihari,139.0,1.0,47.0,5.0,145.0,2,0,0,0,2,57.599999999999994,69,13557
Peru,Moyobamba,32.0,1.0,6.0,0.0,32.0,0,0,0,0,0,11.299999999999999,121,13596
Uganda,Mpigi,85.0,1.0,17.0,1.0,85.0,1,0,0,0,1,30.4,161,13603
Zambia,Mufulira,47.0,1.0,26.0,0.0,47.0,0,0,0,0,0,20.8,173,13635
India,Muragachha,139.0,1.0,21.0,10.0,145.0,3,0,0,0,3,60.0,69,13707
Pakistan,Muridke,139.0,1.0,43.0,10.0,145.0,3,0,0,0,3,69.8,116,13721
Russian Federation,Muromtsevo,30.0,1.0,30.0,0.0,30.0,0,0,0,0,0,16.7,130,13729
United States of America,Murray,63.0,1.0,52.0,1.0,63.0,1,0,1,0,1,32.35,166,13733
Ireland,Naas,41.0,1.0,41.0,0.0,40.0,0,0,0,0,0,22.45,73,13818
Indonesia,Nabire,24.0,1.0,7.0,0.0,24.0,0,0,0,0,0,9.149999999999999,70,13824
India,Nagercoil,59.0,1.0,26.0,1.0,59.0,1,0,0,0,1,24.65,69,13860
Germany,Neckarsulm,66.0,1.0,56.0,0.0,66.0,1,0,1,0,1,34.0,58,14147
Russian Federation,Nezlobnaya,42.0,1.0,42.0,1.0,33.0,0,0,0,0,0,20.849999999999998,130,14313
Serbia,Nis,54.0,1.0,49.0,0.0,54.0,1,0,0,0,1,28.65,136,14423
United States of America,Nixa,65.0,1.0,43.0,0.0,65.0,1,0,0,0,1,30.45,166,14438
United States of America,Noblesville,56.0,1.0,41.0,1.0,56.0,1,0,0,0,1,27.5,166,14472
Poland,Nowe Miasto Lubawskie,40.0,1.0,40.0,0.0,19.0,0,0,0,0,0,15.899999999999999,123,14729
Mexico,Nuevo Laredo,47.0,1.0,25.0,0.0,47.0,0,0,0,0,0,20.35,100,14760
Russian Federation,Nyandoma,29.0,1.0,29.0,0.0,12.0,0,0,0,0,0,11.049999999999999,130,14797
Colombia,Ocana,55.0,1.0,21.0,0.0,55.0,1,0,0,0,1,21.95,34,14868
Ukraine,Odesa,48.0,1.0,34.0,1.0,48.0,0,0,0,0,0,23.349999999999998,162,14900
India,Rasipuram,99.0,1.0,30.0,4.0,99.0,1,0,0,0,1,38.6,69,17065
Russian Federation,Rasskazovo,48.0,1.0,35.0,1.0,48.0,0,0,0,0,0,23.599999999999998,130,17068
Thailand,Ratchaburi,98.0,1.0,7.0,8.0,98.0,1,0,0,0,1,33.55,155,17074
India,Raybag,135.0,1.0,18.0,7.0,135.0,2,0,0,0,2,47.35,69,17111
Germany,Rendsburg,45.0,1.0,45.0,0.0,22.0,0,0,0,0,0,18.05,58,17198
United States of America,Ridgewood,52.0,1.0,45.0,2.0,52.0,1,0,0,0,1,27.55,166,17298
Brazil,Rio Brilhante,38.0,1.0,13.0,0.0,38.0,0,0,0,0,0,14.85,22,17332
India,Rishra,139.0,1.0,1.0,10.0,145.0,4,0,0,0,4,76.25,69,17377
Turkey,Rize,44.0,1.0,37.0,0.0,44.0,0,0,0,0,0,22.65,159,17409
Japan,Onoda,58.0,1.0,58.0,2.0,56.0,1,0,1,0,1,32.0,77,15064
Poland,Opole,51.0,1.0,45.0,0.0,51.0,1,0,0,0,1,26.749999999999996,123,15083
